,Kingdom,Phylum,Class,Order,Family,Genus
ASV289,Bacteria,Entotheonellaeota,Entotheonellia,Entotheonellales,Entotheonellaceae,NA
ASV290,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA
ASV291,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides
ASV292,Bacteria,Firmicutes,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Tumebacillus
ASV293,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium
ASV294,Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,NA,NA
ASV295,Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,NA,NA
ASV296,Bacteria,Acidobacteriota,Subgroup_22,NA,NA,NA
ASV297,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides
ASV298,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA
ASV299,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA
ASV300,Bacteria,Proteobacteria,Gammaproteobacteria,KI89A_clade,NA,NA
ASV301,Bacteria,Myxococcota,Polyangia,Polyangiales,Phaselicystidaceae,Phaselicystis
ASV302,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,SC-I-84,NA
ASV303,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,Nordella
ASV304,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA
ASV305,Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,Geobacteraceae,Citrifermentans
ASV306,Bacteria,Acidobacteriota,Subgroup_21,NA,NA,NA
ASV307,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinomycetospora
ASV308,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV309,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella
ASV310,Bacteria,Firmicutes,Limnochordia,Limnochordia_or,Limnochordia_fa,Hydrogenispora
ASV311,Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Thermomonosporaceae,NA
ASV312,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA
ASV313,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA
ASV314,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Actinopolymorpha
ASV315,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,KF-JG30-B3,NA
ASV316,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium
ASV317,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodomicrobiaceae,Rhodomicrobium
ASV318,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA
ASV319,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA
ASV320,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,mle1-7
ASV321,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,NA
ASV322,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,mle1-7
ASV323,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,mle1-7
ASV324,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41
ASV325,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA
ASV326,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_10
ASV327,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Roseisolibacter
ASV328,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium
ASV329,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas
ASV330,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas
ASV331,Bacteria,Acidobacteriota,Blastocatellia,11-24,NA,NA
ASV332,Bacteria,Firmicutes,Clostridia,Clostridia_or,Hungateiclostridiaceae,Ruminiclostridium
ASV333,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,NA,NA
ASV334,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA
ASV335,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus
ASV336,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylobacter
ASV337,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes
ASV338,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA
ASV339,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,NA
ASV340,Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Thermomonosporaceae,NA
ASV341,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,NA
ASV342,Bacteria,Actinobacteriota,Actinobacteria,NA,NA,NA
ASV343,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA
ASV344,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Chloroflexaceae,Chloronema
ASV345,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,NA
ASV346,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Xiphinematobacteraceae,Candidatus_Xiphinematobacter
ASV347,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA
ASV348,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,mle1-7
ASV349,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella
ASV350,Bacteria,Methylomirabilota,Methylomirabilia,Rokubacteriales,WX65,NA
ASV351,Bacteria,Acidobacteriota,Vicinamibacteria,Subgroup_17,NA,NA
ASV352,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV353,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella
ASV354,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Kribbella
ASV355,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,NA
ASV356,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter
ASV357,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,NA
ASV358,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,NA
ASV359,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
ASV360,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,mle1-7
ASV361,Bacteria,Chloroflexi,KD4-96,NA,NA,NA
ASV362,Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,NA,NA
ASV363,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium
ASV364,Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Streptosporangiaceae,NA
ASV365,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium
ASV366,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA
ASV367,Bacteria,Actinobacteriota,Actinobacteria,NA,NA,NA
ASV368,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium
ASV369,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA
ASV370,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA
ASV371,Bacteria,Actinobacteriota,MB-A2-108,NA,NA,NA
ASV372,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,NA,NA
ASV373,Archaea,Crenarchaeota,Bathyarchaeia,NA,NA,NA
ASV374,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Minicystis
ASV375,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA
ASV376,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharopolyspora
ASV377,Bacteria,Actinobacteriota,Acidimicrobiia,NA,NA,NA
ASV378,Bacteria,Desulfobacterota,NA,NA,NA,NA
ASV379,Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,NA,NA
ASV380,Bacteria,Actinobacteriota,Acidimicrobiia,NA,NA,NA
ASV381,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,NA
ASV382,Bacteria,Proteobacteria,Gammaproteobacteria,CCD24,NA,NA
ASV383,Bacteria,Chloroflexi,TK10,NA,NA,NA
ASV384,Bacteria,Acidobacteriota,Blastocatellia,11-24,NA,NA
ASV385,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,NA
ASV386,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
ASV387,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA
ASV388,Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,NA,NA
ASV389,Bacteria,NB1-j,NA,NA,NA,NA
ASV390,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV391,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodomicrobiaceae,Rhodomicrobium
ASV392,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA
ASV393,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA
ASV394,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,FFCH5858
ASV395,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,TRA3-20,NA
ASV396,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinophytocola
ASV397,Bacteria,Myxococcota,bacteriap25,NA,NA,NA
ASV398,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,NA
ASV399,Bacteria,Chloroflexi,TK10,NA,NA,NA
ASV400,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_10
ASV401,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA
ASV402,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,NA
ASV403,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylocaldum
ASV404,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA
ASV405,Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Thermomonosporaceae,NA
ASV406,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,SC-I-84,NA
ASV407,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Rubrivivax
ASV408,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium
ASV409,Bacteria,Chloroflexi,TK10,NA,NA,NA
ASV410,Bacteria,Actinobacteriota,Thermoleophilia,NA,NA,NA
ASV411,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,B1-7BS,NA
ASV412,Bacteria,Actinobacteriota,MB-A2-108,NA,NA,NA
ASV413,Bacteria,Methylomirabilota,Methylomirabilia,Rokubacteriales,NA,NA
ASV414,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Ramlibacter
ASV415,Bacteria,Actinobacteriota,Actinobacteria,Kineosporiales,Kineosporiaceae,Quadrisphaera
ASV416,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,NA
ASV417,Bacteria,Proteobacteria,Gammaproteobacteria,PLTA13,NA,NA
ASV418,Bacteria,Gemmatimonadota,BD2-11_terrestrial_group,NA,NA,NA
ASV419,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA
ASV420,Bacteria,Actinobacteriota,MB-A2-108,NA,NA,NA
ASV421,Bacteria,Firmicutes,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Tumebacillus
ASV422,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA
ASV423,Bacteria,Deferrisomatota,Defferrisomatia,Defferrisomatales,Defferrisomataceae,Deferrisoma
ASV424,Bacteria,Firmicutes,Clostridia,Clostridiales,Caloramatoraceae,Fonticella
ASV425,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,SC-I-84,NA
ASV426,Bacteria,Methylomirabilota,Methylomirabilia,Rokubacteriales,NA,NA
ASV427,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA
ASV428,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA
ASV429,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium
ASV430,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hirschia
ASV431,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,mle1-7
ASV432,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA
ASV433,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Ramlibacter
ASV434,Bacteria,Actinobacteriota,Actinobacteria,NA,NA,NA
ASV435,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Roseisolibacter
ASV436,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium
ASV437,Bacteria,Latescibacterota,Latescibacteria,Latescibacterales,Latescibacteraceae,NA
ASV438,Bacteria,Chloroflexi,Dehalococcoidia,S085,NA,NA
ASV439,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA
ASV440,Bacteria,Myxococcota,Myxococcia,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter
ASV441,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,NA
ASV442,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,NA
ASV443,Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,Ignavibacterium
ASV444,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Ellin6067
ASV445,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,Alsobacter
ASV446,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA
ASV447,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
ASV448,Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,NA,NA
ASV449,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
ASV450,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,Nordella
ASV451,Bacteria,Chloroflexi,Gitt-GS-136,NA,NA,NA
ASV452,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,NA,NA
ASV453,Bacteria,Actinobacteriota,MB-A2-108,NA,NA,NA
ASV454,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_10
ASV455,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,MND1
ASV456,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA
ASV457,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA
ASV458,Bacteria,Chloroflexi,KD4-96,NA,NA,NA
ASV459,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,NA
ASV460,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter
ASV461,Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,Geobacteraceae,Geobacter
ASV462,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA
ASV463,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,NA
ASV464,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,NA
ASV465,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA
ASV466,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA
ASV467,Bacteria,Proteobacteria,Gammaproteobacteria,CCD24,NA,NA
ASV468,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA
ASV469,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA
ASV470,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41
ASV471,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,NA
ASV472,Bacteria,Entotheonellaeota,Entotheonellia,Entotheonellales,Entotheonellaceae,NA
ASV473,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,NA
ASV474,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium
ASV475,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,mle1-7
ASV476,Bacteria,Acidobacteriota,Holophagae,Subgroup_7,NA,NA
ASV477,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Kribbella
ASV478,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Kribbella
ASV479,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus_Solibacter
ASV480,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41
ASV481,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Frankiaceae,Jatrophihabitans
ASV482,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter
ASV483,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,UTCFX1
ASV484,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA
ASV485,Bacteria,Chloroflexi,KD4-96,NA,NA,NA
ASV486,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus
ASV487,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,NA
ASV488,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium
ASV489,Bacteria,NB1-j,NA,NA,NA,NA
ASV490,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA
ASV491,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Aggregicoccus
ASV492,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter
ASV493,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA
ASV494,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus
ASV495,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium
ASV496,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium
ASV497,Bacteria,Methylomirabilota,Methylomirabilia,Rokubacteriales,NA,NA
ASV498,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Phycicoccus
ASV499,Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Thermomonosporaceae,NA
ASV500,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,JGI_0001001-H03
ASV501,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,TRA3-20,NA
ASV502,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter
ASV503,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA
ASV504,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Dactylosporangium
ASV505,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,UTCFX1
ASV506,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA
ASV507,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA
ASV508,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA
ASV509,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,MND1
ASV510,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus_Solibacter
ASV511,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA
ASV512,Archaea,Halobacterota,Methanosarcinia,Methanosarciniales,Methanosaetaceae,Methanosaeta
ASV513,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV514,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,NA,NA
ASV515,Bacteria,Actinobacteriota,MB-A2-108,NA,NA,NA
ASV516,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,A21b,NA
ASV517,Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Thermomonosporaceae,NA
ASV518,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter
ASV519,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus_Solibacter
ASV520,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia
ASV521,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA
ASV522,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Ramlibacter
ASV523,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,SH-PL14
ASV524,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae_(Subgroup_1),NA
ASV525,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sutterellaceae,NA
ASV526,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Crossiella
ASV527,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA
ASV528,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus_Solibacter
ASV529,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA
ASV530,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium
ASV531,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,NA
ASV532,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA
ASV533,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Ellin6055
ASV534,Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Thermomonosporaceae,NA
ASV535,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA
ASV536,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia
ASV537,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,NA
ASV538,Bacteria,Methylomirabilota,Methylomirabilia,Rokubacteriales,NA,NA
ASV539,Bacteria,Desulfobacterota,NA,NA,NA,NA
ASV540,Archaea,Halobacterota,Methanosarcinia,Methanosarciniales,Methanosaetaceae,Methanosaeta
ASV541,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sutterellaceae,NA
ASV542,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinocatenispora
ASV543,Bacteria,Myxococcota,bacteriap25,NA,NA,NA
ASV544,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV545,Bacteria,Methylomirabilota,Methylomirabilia,Rokubacteriales,NA,NA
ASV546,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA
ASV547,Bacteria,NB1-j,NA,NA,NA,NA
ASV548,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus_Solibacter
ASV549,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia
ASV550,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA
ASV551,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41
ASV552,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,NA
ASV553,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia
ASV554,Bacteria,Actinobacteriota,NA,NA,NA,NA
ASV555,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA
ASV556,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA
ASV557,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium
ASV558,Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,NA,NA
ASV559,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavitalea
ASV560,Bacteria,Actinobacteriota,Rubrobacteria,Rubrobacterales,Rubrobacteriaceae,Rubrobacter
ASV561,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Dactylosporangium
ASV562,Bacteria,RCP2-54,NA,NA,NA,NA
ASV563,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,NA
ASV564,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Koribacteraceae,Candidatus_Koribacter
ASV565,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,NA
